snapshot_date,id,name,year,artists,categories,designers,expansion,expands,expansions,families,implementations,max_players,mechanics,min_age,min_players,playing_time,publishers,ranks,rating_average,rating_average_weight,rating_bayes_average,rating_median,rating_num_weights,rating_stddev,users_commented,users_owned,users_rated,users_trading,users_wanting,users_wishing
2018-04-28,160010,Conan,2016,Georges Clarenko | Xavier Collette | Viktor Dragosani | Xavier Gueniffey Durin | Yannick Hennebo | Kekai Kotaki | Paolo Parente | Stéphane Simon | Adrian Smith,Adventure | Fantasy | Fighting | Miniatures | Novel-based,Frédéric Henry | Antoine Bauza | Pascal Bernard | Bruno Cathala | Croc | Ludovic Maublanc | Laurent Pouchain,False,[],"[Thing (id: 248345), Thing (id: 248346), Thing (id: 213514), Thing (id: 213515), Thing (id: 238078), Thing (id: 214541), Thing (id: 212245), Thing (id: 213508), Thing (id: 213519), Thing (id: 214540), Thing (id: 213518), Thing (id: 172170), Thing (id: 213505), Thing (id: 173566), Thing (id: 212630), Thing (id: 213517), Thing (id: 172784), Thing (id: 213516), Thing (id: 231406), Thing (id: 213504), Thing (id: 214545), Thing (id: 213841), Thing (id: 218878)]",Campaign Games | Conan | Crowdfunding: Kickstarter,Batman: Gotham City Chronicles,5,Action Point Allowance System | Area Movement | Dice Rolling | Partnerships | Player Elimination | Variable Phase Order | Variable Player Powers,14,2,90,Monolith,"[Thing (id: 1), Thing (id: 5496)]",7.92405,2.7875,7.01556,0.0,80,1.52822,,5678,2596,114,,
2018-04-28,174785,Mare Nostrum: Empires,2016,Jean-Marie Minguez,Ancient | Civilization | Economic | Mythology | Wargame,Serge Laget,False,[],"[Thing (id: 209701), Thing (id: 180156), Thing (id: 216601), Thing (id: 215821), Thing (id: 217468), Thing (id: 196028)]",Ancient Rome | Components: Miniatures | Country: Egypt | Country: Greece | Crowdfunding: Giochistarter | Crowdfunding: Kickstarter,Mare Nostrum,5,Area Control / Area Influence | Dice Rolling | Set Collection | Trading | Variable Player Powers,14,3,120,"ASYNCRON games | Academy Games, Inc. | Ediciones MasQueOca | Giochix.it | PHALANX | Schwerkraft-Verlag","[Thing (id: 1), Thing (id: 5497)]",7.67939,3.0123,6.92868,0.0,81,1.35919,,4332,2269,98,,
2018-04-28,43528,World Without End,2009,Michael Menzel,Economic | Medieval | Novel-based | Religious,Michael Rieneck | Stefan Stadler,False,[],[],Country: England | Ken Follett novels | Kosmos Literature Series,,4,Hand Management,12,2,120,999 Games | Devir | Filosofia Éditions | Galakta | Giochi Uniti | Kaissa Chess & Games | KOSMOS | Mayfair Games,"[Thing (id: 1), Thing (id: 5497)]",7.29086,2.8155,6.88053,0.0,336,1.27031,,5831,3958,151,,
2018-04-28,13004,The Downfall of Pompeii,2004,Oliver Freudenreich | Guido Hoffmann,Ancient,Klaus-Jürgen Wrede,False,[],"[Thing (id: 148571), Thing (id: 151123)]",Ancient Rome | Cities: Pompeii,,4,Grid Movement | Hand Management | Tile Placement,10,2,45,AMIGO | Maldito Games | Mayfair Games,"[Thing (id: 1), Thing (id: 5499)]",7.1316,1.8466,6.88495,0.0,626,1.11634,,6809,6428,140,,
2018-04-28,156689,Legendary: Villains – A Marvel Deck Building Game,2014,Devin Low,Card Game | Comic Book / Strip,Devin Low,False,[],"[Thing (id: 186845), Thing (id: 239469), Thing (id: 193513), Thing (id: 200983), Thing (id: 210936), Thing (id: 175156), Thing (id: 182692), Thing (id: 231037), Thing (id: 168800), Thing (id: 223362)]",Admin: Better Description Needed! | Comics: Marvel Universe | Legendary | Solitaire Games | Superheroes,,5,Co-operative Play | Deck / Pool Building,14,1,45,Upper Deck Entertainment,"[Thing (id: 1), Thing (id: 5496)]",7.70313,2.7681,6.88966,0.0,69,1.40228,,4757,2098,73,,
2018-04-28,107529,Kingdom Builder,2011,Oliver Schlemmer,Medieval | Territory Building,Donald X. Vaccarino,False,[],"[Thing (id: 109141), Thing (id: 132377), Thing (id: 137396), Thing (id: 195267), Thing (id: 179622), Thing (id: 117793), Thing (id: 156102)]",Kingdom Builder | Queen Yellow Wave Box Series,,4,Area Control / Area Influence | Area Enclosure | Modular Board | Route/Network Building,8,2,45,Queen Games | Lautapelit.fi | Rebel,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.00706,2.0681,6.88187,0.0,867,1.42637,,19021,15190,574,,
2018-04-28,46,Medici,1995,David Cherry | Vincent Dutrait | Dominique Ehrhard | Franz Vohwinkel,Renaissance,Reiner Knizia,False,[],[],Cities: Florence | Country: Italy | Knizia Florentine auction games,Medici: The Card Game,6,Auction/Bidding | Press Your Luck | Set Collection,10,2,60,AMIGO | ABACUSSPIELE | Asmodee | Grail Games | Lui-même | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.14681,2.2737,6.89079,0.0,559,1.24757,,6415,6185,190,,
2018-04-28,94,Union Pacific,1999,Franz Vohwinkel,Economic | Trains,Alan R. Moon,False,[],[],Country: USA,Airlines Europe | Airlines,6,Card Drafting | Route/Network Building | Stock Holding,12,2,90,AMIGO | 999 Games | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.23398,2.5522,6.86091,0.0,460,1.31843,,4071,4021,177,,
2018-04-28,180511,Shakespeare,2015,Arnaud Demaegd | Neriac,Renaissance,Hervé Rigal,False,[],"[Thing (id: 199877), Thing (id: 182440)]",Celebrities: Shakespeare | Ystari originals,,4,Action Point Allowance System | Auction/Bidding | Card Drafting,13,1,90,Ystari Games,"[Thing (id: 1), Thing (id: 5497)]",7.48739,3.0079,6.90333,0.0,126,1.17504,,3919,2727,87,,
2018-04-28,146278,Tash-Kalar: Arena of Legends,2013,David Cochard,Abstract Strategy | Card Game | Fantasy | Fighting,Vlaada Chvátil,False,[],"[Thing (id: 235803), Thing (id: 165524), Thing (id: 169370), Thing (id: 180484)]",,,4,Area Control / Area Influence | Grid Movement | Hand Management | Partnerships | Pattern Building | Tile Placement | Variable Player Powers,13,2,60,Czech Games Edition | Cranio Creations | Heidelberger Spieleverlag | Hobby Japan | IELLO | One Moment Games | Rebel | REXhry | Z-Man Games | Zacatrus,"[Thing (id: 1), Thing (id: 4666), Thing (id: 5497)]",7.24243,2.834,6.88008,0.0,241,1.49806,,6247,4611,227,,
2018-04-28,163602,XCOM: The Board Game,2015,,Dice | Electronic | Miniatures | Real-time | Science Fiction | Video Game Theme,Eric M. Lang,False,[],[Thing (id: 205938)],"Aliens | Components: Miniatures | Digital Hybrid, App Required",,4,Co-operative Play | Dice Rolling | Hand Management | Press Your Luck | Variable Player Powers,14,1,120,Fantasy Flight Games | ADC Blackfire Entertainment | Edge Entertainment | Galakta | Galápagos Jogos | Giochi Uniti | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5496)]",7.14152,2.9127,6.84856,0.0,252,1.49047,,9430,6058,308,,
2018-04-28,30957,Tribune: Primus Inter Pares,2007,Jochen Eeuwyk,Ancient | Political,Karl-Heinz Schmiel,False,[],[Thing (id: 38777)],Ancient Rome,,5,Auction/Bidding | Card Drafting | Hand Management | Set Collection | Worker Placement,12,2,60,Edge Entertainment | Fantasy Flight Games | Heidelberger Spieleverlag | Moskito Spiele | Stratelibri | Ubik,"[Thing (id: 1), Thing (id: 5497)]",7.23996,2.8796,6.86382,0.0,407,1.19766,,4383,4090,139,,
2018-04-28,189932,Tyrants of the Underdark,2016,Steve Ellis (I),Fantasy,Peter Lee | Rodney Thompson | Andrew Veen,False,[],[Thing (id: 213437)],Dungeons & Dragons,,4,Area Control / Area Influence | Deck / Pool Building | Take That,14,2,60,"Gale Force Nine, LLC | Heidelberger Spieleverlag | Wizards of the Coast","[Thing (id: 1), Thing (id: 5497)]",7.90164,2.5714,7.09249,0.0,63,1.21759,,3392,2376,38,,
2018-04-28,27976,Heroscape Master Set: Swarm of the Marro,2007,,Adventure | Fantasy | Fighting | Miniatures | Science Fiction,Stephen Baker | Rob Daviau | Chris Nelson | Craig Van Ness,False,[],"[Thing (id: 66312), Thing (id: 72936), Thing (id: 80889), Thing (id: 30976), Thing (id: 25044), Thing (id: 26586), Thing (id: 31005), Thing (id: 28165), Thing (id: 22646), Thing (id: 16621), Thing (id: 15155), Thing (id: 16694), Thing (id: 22357), Thing (id: 42350), Thing (id: 22356), Thing (id: 22507), Thing (id: 30977), Thing (id: 15825), Thing (id: 53396), Thing (id: 19248), Thing (id: 21615), Thing (id: 101639), Thing (id: 25153), Thing (id: 101745), Thing (id: 25154), Thing (id: 37303), Thing (id: 39303)]",Heroscape,,4,Dice Rolling | Modular Board,8,2,60,Hasbro | Milton Bradley,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5496)]",7.62285,2.2478,6.8468,0.0,113,1.39914,,4357,2092,156,,
2018-04-28,151004,Smash Up: Science Fiction Double Feature,2014,Víctor Pérez Corbella | Igor Heras | Wen Juinn | Brynn Metheney,Card Game | Fantasy | Horror | Humor | Mythology | Pirates | Prehistoric | Science Fiction | Spies/Secret Agents | Zombies,Paul Peterson,False,[],[Thing (id: 157427)],Smash Up,,2,Area Control / Area Influence | Hand Management | Take That | Variable Player Powers,12,2,45,Alderac Entertainment Group | Edge Entertainment | IELLO | Pegasus Spiele | uplay.it edizioni,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",7.39658,2.3014,6.86257,0.0,73,1.27007,,9957,3128,160,,
2018-04-28,132028,Conflict of Heroes: Awakening the Bear! (second edition),2012,Pavlos Germidis | Steve Paschal | Patrick Ward,Wargame | World War II,Uwe Eickert,False,[],"[Thing (id: 38216), Thing (id: 174319), Thing (id: 142585), Thing (id: 132027), Thing (id: 45132), Thing (id: 132026)]",Conflict of Heroes,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,4,Action Point Allowance System | Dice Rolling | Hex-and-Counter | Modular Board | Simulation,13,1,120,"Academy Games, Inc. | ASYNCRON games | Devir | Schwerkraft-Verlag","[Thing (id: 1), Thing (id: 4664)]",8.08133,3.2991,6.87491,0.0,117,1.33367,,3096,1387,76,,
2018-04-28,156009,Port Royal,2014,Klemens Franz | Atanas Lozanski,Card Game | Nautical | Pirates,Alexander Pfister,False,[],"[Thing (id: 219265), Thing (id: 181899), Thing (id: 184025), Thing (id: 186885)]",Colonial Theme | Port Royal | Tableau Building | Tropical theme,Händler der Karibik,5,Card Drafting | Press Your Luck | Set Collection,8,2,50,"Pegasus Spiele | 999 Games | Bard Centrum Gier | Brain Games | cutia.ro | Ediciones MasQueOca | Fantasmagoria | Hobby Japan | Hobby World | HomoLudicus | Kaissa Chess & Games | Lautapelit.fi | Matagot | MINDOK | PaperGames (III) | Steve Jackson Games | Swan Panasia Co., Ltd.","[Thing (id: 1), Thing (id: 5499)]",7.16547,1.5921,6.9293,0.0,331,1.14669,,11529,7499,159,,
2018-04-28,26566,Homesteaders,2009,Hans Janssen | Ariel Seoane,American West | City Building | Economic,Alex Rockwell,False,[],[],Quined Master Print Edition Series | Tableau Building | TMG Originals,,4,Auction/Bidding,12,2,90,Tasty Minstrel Games | Quined Games,"[Thing (id: 1), Thing (id: 5497)]",7.28609,3.0561,6.83953,0.0,285,1.2183,,3366,3160,155,,
2018-04-28,84419,Space Empires: 4X,2011,Rodger B. MacGowan | Mark Simonitch,Bluffing | Science Fiction | Space Exploration | Wargame,Jim Krohn,False,[],"[Thing (id: 113942), Thing (id: 151979)]",4X games | Solitaire Games | Solitaire Wargames,,4,Auction/Bidding | Dice Rolling | Hex-and-Counter | Paper-and-Pencil | Secret Unit Deployment | Simulation,12,1,180,GMT Games,"[Thing (id: 1), Thing (id: 4664)]",7.61677,3.3154,6.8973,0.0,241,1.47962,,4592,2265,125,,
2018-04-28,131287,Panamax,2014,Filipe Alves | Gil d'Orey,Economic | Nautical | Transportation,Gil d'Orey | Nuno Bizarro Sentieiro | Paulo Soledade,False,[],[],Cities: Panama City | Country: Panama,,4,Area Control / Area Influence | Dice Rolling | Pick-up and Deliver | Point to Point Movement | Stock Holding | Worker Placement,12,2,100,MESAboardgames | Arclight | HC Distribuzione | Heidelberger Spieleverlag | Stronghold Games,"[Thing (id: 1), Thing (id: 5497)]",7.37105,3.7729,6.86233,0.0,207,1.31904,,4273,2887,121,,
2018-04-28,155362,Ca$h 'n Guns (Second Edition),2014,John Kovalic,Bluffing | Fighting | Humor | Mafia | Negotiation | Party Game,Ludovic Maublanc,False,[],"[Thing (id: 33734), Thing (id: 192763), Thing (id: 181228), Thing (id: 199240), Thing (id: 206484), Thing (id: 166330), Thing (id: 174221), Thing (id: 188650)]",Ca$h 'n Gun$,Ca$h 'n Gun$,8,Player Elimination | Simultaneous Action Selection | Take That | Variable Player Powers,10,4,30,Asterion Press | Rebel | Redbox | Repos Production,"[Thing (id: 1), Thing (id: 5498)]",7.00383,1.2742,6.82526,0.0,248,1.22343,,13448,8951,315,,
2018-04-28,144797,Argent: The Consortium,2015,Jennifer Easley | Eunice Abigael Tiu,Fantasy | Political,Trey Chambers,False,[],"[Thing (id: 172942), Thing (id: 232187), Thing (id: 152230), Thing (id: 152561)]",Crowdfunding: Kickstarter | World of Indines,,5,Area Control / Area Influence | Deck / Pool Building | Time Track | Variable Player Powers | Worker Placement,10,2,150,Level 99 Games,"[Thing (id: 1), Thing (id: 5497)]",7.73338,3.814,6.86033,0.0,129,1.51476,,2589,1746,60,,
2018-04-28,156336,Onirim (second edition),2014,Philippe Guérin | Élise Plessis,Card Game | Exploration | Fantasy,Shadi Torbey,False,[],"[Thing (id: 168017), Thing (id: 168018)]",Oniverse | Solitaire Games,Onirim,2,Card Drafting | Co-operative Play | Hand Management | Set Collection,14,1,15,Filosofia Éditions | Hobby Japan | Pegasus Spiele | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.23187,1.5887,6.87698,0.0,141,1.30272,,7692,4760,154,,
2018-04-28,12962,Reef Encounter,2004,Juliet Breese | Mariano Iannelli,Animals | Environmental | Territory Building,Richard Breese,False,[],[Thing (id: 22304)],Animals: Fishes | Tropical theme,,4,Area Control / Area Influence | Card Drafting | Commodity Speculation | Hand Management | Tile Placement,10,2,120,R&D Games | Quined Games | What's Your Game? | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.15594,3.6779,6.84567,0.0,621,1.41469,,5272,4699,243,,
2018-04-28,137269,Spyrium,2013,Arnaud Demaegd | Neriac,City Building | Economic | Industry / Manufacturing | Science Fiction,William Attia,False,[],[],Country: England | Steampunk | Ystari originals,,5,Worker Placement,12,2,75,Ystari Games | Asmodee,"[Thing (id: 1), Thing (id: 5497)]",7.14234,2.8958,6.84804,0.0,307,1.11239,,6531,5047,370,,
2018-04-28,2181,Bridge,1925,,Card Game,Harold Vanderbilt,False,[],[Thing (id: 27586)],Bridge | Card Games: Outplay Games | Promotional Board Games | Traditional Card Games,,4,Auction/Bidding | Hand Management | Memory | Partnerships | Trick-taking,12,4,60,"(Public Domain) | Ariel | ASS Altenburger Spielkarten | Atlantic Playing Card Company | Chas Goodall & Sons Ltd | David Westnedge | Excalibur Electronics | Hasbro | House of Marbles | Man-indo | Michael Stanfield | Peri Spiele | Piatnik | Playbox | TAG | W. D. & H. O. Wills | Waddington's Games, Inc. | Yaquinto","[Thing (id: 1), Thing (id: 4666), Thing (id: 5497)]",7.47324,3.8561,6.84034,0.0,278,2.02697,,1675,2690,10,,
2018-04-28,528,ZÈRTZ,1999,Kris Burm | lu'cifer,Abstract Strategy,Kris Burm,False,[],[Thing (id: 5117)],Combinatorial | GIPF Project | Marble Games | Mensa Select,,2,Grid Movement | Set Collection,9,2,60,"Don & Co. | HUCH! | Rebel | Rio Grande Games | Schmidt Spiele | Smart Toys and Games, Inc.","[Thing (id: 1), Thing (id: 4666)]",7.31333,2.7179,6.85369,0.0,319,1.3304,,4739,3466,98,,
2018-04-28,194607,Mystic Vale,2016,Storn Cook | Andrew Gaia | Katherine Guevara | Heather Kreiter | Kiri Østergaard Leonard | Matt Paquette | Kiki Moch Rizky | Martin de Diego Sádaba,Card Game | Fantasy,John D. Clair,False,[],"[Thing (id: 249514), Thing (id: 242301), Thing (id: 219102), Thing (id: 214329), Thing (id: 229980), Thing (id: 228873), Thing (id: 230815), Thing (id: 232946), Thing (id: 207591), Thing (id: 220502)]",Card Crafting System | Mystic Vale,,4,Deck / Pool Building | Press Your Luck,14,2,45,Alderac Entertainment Group | Pegasus Spiele | Raven Distribution,"[Thing (id: 1), Thing (id: 5497)]",7.31302,2.2754,6.94701,0.0,69,1.29889,,7620,4919,175,,
2018-04-28,139898,Brew Crafters,2013,Christopher Kirkman,Economic | Industry / Manufacturing,Ben Rosset,False,[],[Thing (id: 171290)],Beer | Crowdfunding: Kickstarter,,5,Worker Placement,12,2,90,Greater Than Games (Dice Hate Me Games),"[Thing (id: 1), Thing (id: 5497)]",7.61254,3.5772,6.87756,0.0,123,1.22436,,3585,2104,92,,
2018-04-28,100423,Elder Sign,2011,Dallas Mehlhoff,Adventure | Card Game | Dice | Fantasy | Fighting | Horror | Novel-based,Richard Launius | Kevin Wilson,False,[],"[Thing (id: 207867), Thing (id: 237518), Thing (id: 116304), Thing (id: 166679), Thing (id: 198045), Thing (id: 189807), Thing (id: 212572), Thing (id: 237226), Thing (id: 132684), Thing (id: 167930), Thing (id: 129415), Thing (id: 131931), Thing (id: 184253), Thing (id: 137479), Thing (id: 150884)]",Arkham Horror | Cthulhu Mythos | Elder Sign | Fantasy Flight Silver Line Games | Solitaire Games,,8,Co-operative Play | Dice Rolling | Modular Board | Variable Player Powers,13,1,90,Fantasy Flight Games | ADC Blackfire Entertainment | Arclight | Edge Entertainment | Galakta | Galápagos Jogos | Heidelberger Spieleverlag | Hobby World | Stratelibri | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 5496)]",7.0103,2.3538,6.86654,0.0,961,1.37623,,27750,17551,665,,
2018-04-28,143741,BANG! The Dice Game,2013,Riccardo Pieruccini,American West | Bluffing | Deduction | Dice | Fighting | Party Game,Michael Palm | Lukas Zach,False,[],[Thing (id: 193614)],BANG!,Bang! The Dice Game: The Walking Dead | BANG!,8,Dice Rolling | Partnerships | Player Elimination | Press Your Luck | Variable Player Powers,8,3,15,"dV Giochi | ABACUSSPIELE | Albi | Asmodee | Bard Centrum Gier | Edge Entertainment | Gém Klub Kft. | Hobby World | Korea Boardgames co., Ltd. | Swan Panasia Co., Ltd.","[Thing (id: 1), Thing (id: 5498)]",7.01616,1.2874,6.86914,0.0,501,1.2703,,21039,13386,369,,
2018-04-28,158889,Summoner Wars: Alliances Master Set,2015,David Richards,Card Game | Fantasy | Fighting,Colby Dauch,False,[],[],Summoner Wars,,4,Dice Rolling | Grid Movement | Hand Management | Variable Player Powers,9,2,45,Cube Factory of Ideas | Plaid Hat Games,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5497)]",8.23722,2.6857,6.88355,0.0,35,1.45957,,2650,1185,45,,
2018-04-28,1345,Genoa,2001,David Cochard | Franz Vohwinkel,Negotiation | Renaissance,Rüdiger Dorn,False,[],[],Alea Big Box | Filosofia Reprints,,5,Auction/Bidding | Dice Rolling | Grid Movement | Pick-up and Deliver | Set Collection | Trading,12,2,120,alea | Ravensburger Spieleverlag GmbH | Asmodee | Competo / Marektoy | Filosofia Éditions | Lacerta | Quined White Goblin Games | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.1165,3.0856,6.82822,0.0,654,1.42426,,6724,5596,332,,
2018-04-28,69779,Polis: Fight for the Hegemony,2012,Fran Diaz | Ivan Escuder | Marek Rutkowski | Hans-Georg Schneider | Walter Velez,Ancient | Civilization | Economic | Fighting | Territory Building,Fran Diaz,False,[],[Thing (id: 169583)],Cities: Athens | Cities: Sparta (Greece) | Country: Greece | LUDO,,2,Area Control / Area Influence | Area Movement | Dice Rolling | Simulation | Variable Phase Order,12,2,120,(Web published) | Asylum Games (Board Games) | Mercury Games | Pegasus Spiele,"[Thing (id: 1), Thing (id: 4664), Thing (id: 5497)]",7.72329,3.6114,6.81374,0.0,175,1.48921,,2901,1688,113,,
2018-04-28,12002,Jambo,2004,Michael Menzel,Card Game | Economic,Rüdiger Dorn,False,[],"[Thing (id: 29510), Thing (id: 46127), Thing (id: 184685)]",Continent: Africa | Country: Kenya | Country: Tanzania | Jambo | Kosmos two-player series | Tropical theme,,2,Action Point Allowance System | Hand Management | Set Collection,12,2,45,KOSMOS | Filosofia Éditions | MINDOK | Quined White Goblin Games | Rio Grande Games | White Goblin Games,"[Thing (id: 1), Thing (id: 5497)]",7.04093,2.074,6.83789,0.0,797,1.22063,,9252,7528,338,,
