snapshot_date,id,name,year,artists,categories,designers,expansion,expands,expansions,families,implementations,max_players,mechanics,min_age,min_players,playing_time,publishers,ranks,rating_average,rating_average_weight,rating_bayes_average,rating_median,rating_num_weights,rating_stddev,users_commented,users_owned,users_rated,users_trading,users_wanting,users_wishing
2018-04-28,126792,Myrmes,2012,Arnaud Demaegd,Animals | Environmental | Farming,Yoann Levet,False,[],[Thing (id: 149950)],Animals: Ants | Ystari originals,,4,Action Point Allowance System | Grid Movement | Route/Network Building | Worker Placement,13,2,120,Ystari Games | ADC Blackfire Entertainment | Asterion Press | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.32804,3.433,6.93264,0.0,291,1.2714,,5423,4158,141,,
2018-04-28,38996,Washington's War,2010,Charles Kibler | Harald Lieske | Rodger B. MacGowan | Mark Simonitch | John Trumbull,Age of Reason | American Revolutionary War | Wargame,Mark Herman,False,[],[],Country: USA | Holidays:  4th of July,We the People,2,Area Control / Area Influence | Campaign / Battle Card Driven | Dice Rolling | Point to Point Movement | Variable Player Powers,0,2,90,GMT Games | Spielworxx,"[Thing (id: 1), Thing (id: 4664)]",7.65861,2.8419,6.90721,0.0,234,1.38601,,3902,2067,115,,
2018-04-28,42215,Tobago,2009,Victor Boden,Adventure | Exploration,Bruce Allen,False,[],[],Archaeology | Country: Trinidad and Tobago | Tropical theme,,4,Grid Movement | Hand Management | Modular Board | Press Your Luck,13,2,60,Zoch Verlag | Competo / Marektoy | The Game Master BV | Gigamic | KADABRA | Mercurio | Piatnik | Rio Grande Games | Stupor Mundi,"[Thing (id: 1), Thing (id: 5499)]",7.1275,2.1209,6.94401,0.0,637,1.16636,,10000,8939,187,,
2018-04-28,150997,Shadows of Brimstone: Swamps of Death,2014,Gaël Goumon | Jack Scott Hill | Ralph Horsley | Tomasz Jedruszek | Brian Snoddy | Ben Wootten,Adventure | American West | Exploration | Horror | Miniatures,Jason C. Hill,False,[],"[Thing (id: 242276), Thing (id: 181555), Thing (id: 233593), Thing (id: 233592), Thing (id: 181092), Thing (id: 196954), Thing (id: 181564), Thing (id: 181546), Thing (id: 181553), Thing (id: 181551), Thing (id: 181102), Thing (id: 181549), Thing (id: 206370), Thing (id: 196942), Thing (id: 181090), Thing (id: 181552), Thing (id: 181096), Thing (id: 196941), Thing (id: 219883), Thing (id: 176093), Thing (id: 181547), Thing (id: 178561), Thing (id: 206369), Thing (id: 206994), Thing (id: 240658), Thing (id: 181568), Thing (id: 181557), Thing (id: 206377), Thing (id: 206367), Thing (id: 183017), Thing (id: 219881), Thing (id: 181558), Thing (id: 181099), Thing (id: 181103), Thing (id: 181566), Thing (id: 176081), Thing (id: 206368), Thing (id: 233594), Thing (id: 181567), Thing (id: 178564), Thing (id: 181556), Thing (id: 181550), Thing (id: 206376), Thing (id: 181565), Thing (id: 196938), Thing (id: 181562), Thing (id: 178820), Thing (id: 181563), Thing (id: 181561), Thing (id: 164292), Thing (id: 164293), Thing (id: 196939), Thing (id: 213555), Thing (id: 181094), Thing (id: 178563), Thing (id: 213560), Thing (id: 181104), Thing (id: 233596), Thing (id: 178562), Thing (id: 196946), Thing (id: 176096), Thing (id: 181548), Thing (id: 181101), Thing (id: 233598), Thing (id: 181098), Thing (id: 196947), Thing (id: 219882), Thing (id: 233599), Thing (id: 233601), Thing (id: 233600), Thing (id: 181569)]",Campaign Games | Crowdfunding: Kickstarter | Shadows of Brimstone,,4,Co-operative Play | Dice Rolling | Grid Movement | Modular Board | Role Playing | Variable Player Powers,12,1,180,Flying Frog Productions,"[Thing (id: 1), Thing (id: 5496)]",8.07796,3.3816,6.94828,0.0,76,1.62862,,4354,1719,77,,
2018-04-28,113294,Escape: The Curse of the Temple,2012,Oliver Schlemmer,Adventure | Dice | Electronic | Exploration | Real-time,Kristian Amundsen Østby,False,[],"[Thing (id: 132128), Thing (id: 186481), Thing (id: 149503), Thing (id: 128236), Thing (id: 167910), Thing (id: 137405), Thing (id: 167909), Thing (id: 229079), Thing (id: 188155), Thing (id: 158932), Thing (id: 167911), Thing (id: 122115), Thing (id: 186466), Thing (id: 158616), Thing (id: 233279)]",Archaeology | CD Board Games | Crowdfunding: Kickstarter | Queen Games Escape Series | Queen Yellow Wave Box Series | Solitaire Games,Escape: Zombie City,5,Co-operative Play | Dice Rolling | Grid Movement | Modular Board | Tile Placement,8,1,10,Queen Games | Rebel,"[Thing (id: 1), Thing (id: 5499)]",7.06118,1.4815,6.91762,0.0,621,1.40206,,16808,13007,484,,
2018-04-28,30380,Cuba,2007,Michael Menzel | Yvon-Cheryl Scholten,Economic | Farming,Michael Rieneck | Stefan Stadler,False,[],"[Thing (id: 40794), Thing (id: 72554), Thing (id: 60128), Thing (id: 64461), Thing (id: 60683), Thing (id: 36521)]",Country: Cuba | Eggertspiele Cuba series,,5,Auction/Bidding | Hand Management | Variable Phase Order | Voting,10,2,120,"eggertspiele | Filosofia Éditions | The Game Master BV | Hobby World | Kaissa Chess & Games | Korea Boardgames co., Ltd. | Rio Grande Games | Smart Ltd","[Thing (id: 1), Thing (id: 5497)]",7.16131,3.2735,6.92345,0.0,724,1.24483,,7519,7247,226,,
2018-04-28,3201,Lord of the Rings: The Confrontation,2002,John Howe,Adventure | Bluffing | Deduction | Fantasy | Movies / TV / Radio theme | Novel-based,Reiner Knizia,False,[],[Thing (id: 127581)],Kosmos two-player series | Tolkien Games,Lord of the Rings: The Confrontation,2,Area Movement | Hand Management | Memory | Secret Unit Deployment | Simultaneous Action Selection | Variable Player Powers,12,2,30,999 Games | Alga | Fantasy Flight Games | Galakta | Kaissa Chess & Games | KOSMOS | Nexus | Sophisticated Games | Tilsit,"[Thing (id: 1), Thing (id: 5497)]",7.21169,2.1932,6.92625,0.0,647,1.37456,,7108,6073,282,,
2018-04-28,88,Torres,1999,Alessandra Cimatoribus | Michael Menzel | Franz Vohwinkel,Abstract Strategy | Medieval,Michael Kiesling | Wolfgang Kramer,False,[],[],3D Games | The Mask Trilogy,,4,Action Point Allowance System | Area Control / Area Influence | Area Enclosure | Grid Movement | Hand Management | Tile Placement,12,2,60,F.X. Schmid | ABACUSSPIELE | Devir | HUCH! | IDW Games | Ravensburger Spieleverlag GmbH | Rio Grande Games | Tilsit | White Goblin Games,"[Thing (id: 1), Thing (id: 4666), Thing (id: 5497)]",7.17023,2.8827,6.93229,0.0,793,1.27278,,9509,7514,344,,
2018-04-28,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,2009,John Ariosa | David Richards | Gary Simpson,Card Game | Fantasy | Fighting,Colby Dauch,False,[],"[Thing (id: 136445), Thing (id: 82428), Thing (id: 136446)]","Fairies, Elves and Pixies | Summoner Wars",,4,Dice Rolling | Grid Movement | Hand Management | Variable Player Powers,9,2,30,Cube Factory of Ideas | Filosofia Éditions | Galápagos Jogos | MINDOK | Plaid Hat Games | Raven Distribution | Uhrwerk Verlag,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5497)]",7.57196,2.2949,6.89544,0.0,78,1.51126,,5288,2342,161,,
2018-04-28,6249,Alhambra,2003,Jörg Asselborn | Jo Hartwig | Christof Tisch,Arabian | City Building | Medieval,Dirk Henn,False,[],"[Thing (id: 162741), Thing (id: 39109), Thing (id: 13287), Thing (id: 142420), Thing (id: 109139), Thing (id: 16494), Thing (id: 22279), Thing (id: 9687)]",Alhambra | Cities: Granada | Country: Spain,Granada | New York | Alhambra: The Card Game,6,Card Drafting | Hand Management | Set Collection | Tile Placement,8,2,60,Queen Games | Asterion Press | Corfix | G3 | KADABRA | Kaissa Chess & Games | Piatnik | Rebel | Tilsit,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.03477,2.1164,6.93867,0.0,2079,1.19132,,27536,23373,708,,
2018-04-28,82420,Summoner Wars: Guild Dwarves vs Cave Goblins,2009,John Ariosa | David Richards | Gary Simpson,Card Game | Fantasy | Fighting,Colby Dauch,False,[],"[Thing (id: 136448), Thing (id: 82429), Thing (id: 136447)]",Goblins | Summoner Wars,,4,Dice Rolling | Grid Movement | Hand Management | Variable Player Powers,9,2,30,Cube Factory of Ideas | Filosofia Éditions | Galápagos Jogos | Plaid Hat Games | Raven Distribution | Uhrwerk Verlag,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5497)]",7.61485,2.2424,6.88442,0.0,66,1.46359,,4988,2157,151,,
2018-04-28,31563,Middle-Earth Quest,2009,Tim Arney-O'Neil | Ryan Barger | Anna Christenson | Trevor Cook | Daarken | John Gravato | John Howe | Tomasz Jedruszek,Adventure | Exploration | Fantasy | Novel-based,Corey Konieczka | Christian T. Petersen | Tim Uren,False,[],[],Components: Miniatures | Tolkien Games,,4,Hand Management | Partnerships | Point to Point Movement | Variable Player Powers,13,2,180,Fantasy Flight Games | Devir | Edge Entertainment | Giochi Uniti | Hobby Japan | KOSMOS | Nexus,"[Thing (id: 1), Thing (id: 5496)]",7.37773,3.5301,6.90138,0.0,349,1.41648,,5545,3607,181,,
2018-04-28,21763,Mr. Jack,2006,Pierô,Deduction | Murder/Mystery,Bruno Cathala | Ludovic Maublanc,False,[],"[Thing (id: 30362), Thing (id: 30941)]",Characters: Jack the Ripper | Characters: Sherlock Holmes | Cities: London | Country: England | Mr. Jack,Le Fantôme de l'Opéra | Mr. Jack in New York | Mr. Jack Pocket,2,Grid Movement | Variable Player Powers,9,2,30,Hurrican | Brain Games | Galápagos Jogos | Lautapelit.fi | Neuroludic,"[Thing (id: 1), Thing (id: 5497)]",7.07088,2.1873,6.9271,0.0,1041,1.22681,,15352,12789,489,,
2018-04-28,200680,Agricola (Revised Edition),2016,Klemens Franz,Animals | Economic | Farming,Uwe Rosenberg,False,[],"[Thing (id: 216651), Thing (id: 216650), Thing (id: 216652), Thing (id: 216654), Thing (id: 216649), Thing (id: 216655), Thing (id: 234218), Thing (id: 247720), Thing (id: 210625), Thing (id: 39090)]",Agricola | Harvest Series | Tableau Building,Agricola,4,Area Enclosure | Card Drafting | Hand Management | Worker Placement,12,1,120,"Lookout Games | 999 Games | Compaya.hu - Gamer Café Kft. | Devir | Funforge | Hobby World | Korea Boardgames co., Ltd. | Lacerta | Lautapelit.fi | Mayfair Games | uplay.it edizioni","[Thing (id: 1), Thing (id: 5497)]",8.23424,3.3556,7.3095,0.0,90,1.4899,,4216,2451,37,,
2018-04-28,183251,Karuba,2015,Claus Stephan,Puzzle,Rüdiger Dorn,False,[],"[Thing (id: 204573), Thing (id: 218540), Thing (id: 190682), Thing (id: 213220)]",Admin: Better Description Needed! | Archaeology | HABA: Family Games series | Tropical theme,Karuba Junior | Karuba: The card game,4,Simultaneous Action Selection | Tile Placement,8,2,40,Conclave Editora | HABA - Habermaaß GmbH,"[Thing (id: 1), Thing (id: 5499)]",7.27555,1.4831,6.95662,0.0,118,1.0967,,7480,5304,107,,
2018-04-28,2163,Space Hulk,1989,Tony Cottrell | Wayne England | David Gallagher | Jes Goodwin | Gerry Grace | Bob Naismith,Fighting | Miniatures | Science Fiction,Richard Halliwell,False,[],"[Thing (id: 15401), Thing (id: 13315), Thing (id: 13393)]","Space Hulk | Warhammer 40,000 Board Games",Space Hulk (fourth edition) | Space Hulk (second edition) | Space Hulk (third edition),4,Action Point Allowance System | Dice Rolling | Grid Movement | Modular Board,12,2,45,Games Workshop Ltd. | Diseños Orbitales | ISA | Welt der Spiele,"[Thing (id: 1), Thing (id: 5496)]",7.45619,2.5064,6.90593,0.0,314,1.62074,,3466,3336,56,,
2018-04-28,68425,Eminent Domain,2011,Gavan Brown | Eric J. Carter | Christine Conrad | Jeremy Deveraturda | Ryan Johnson | Patrick McEvoy | Hans-Georg Schneider | James Wolf Strehle,Card Game | Civilization | Science Fiction | Space Exploration,Seth Jaffee,False,[],"[Thing (id: 177849), Thing (id: 86780), Thing (id: 168586), Thing (id: 110863), Thing (id: 136313), Thing (id: 163639), Thing (id: 232135)]",Crowdfunding: Kickstarter | Eminent Domain | Games by Gamesmiths | Tableau Building | TMG Originals,,4,Card Drafting | Deck / Pool Building | Hand Management | Variable Phase Order,10,2,45,Tasty Minstrel Games | Arclight | Hobby World | Pegasus Spiele,"[Thing (id: 1), Thing (id: 5497)]",7.11458,2.504,6.91434,0.0,496,1.32174,,11007,8043,524,,
2018-04-28,24508,Taluva,2006,Manuel Casasola Merkle | Xavier Gueniffey Durin | Julien Le Faucheur | Marcel-André Casasola Merkle,City Building | Territory Building,Marcel-André Casasola Merkle,False,[],[Thing (id: 235255)],3D Games | Oceanian Theme | Tropical theme,Taluva Deluxe,4,Modular Board | Tile Placement,8,2,45,Hans im Glück | Cranio Creations | Ferti | Rio Grande Games,"[Thing (id: 1), Thing (id: 4666), Thing (id: 5497)]",7.19015,2.277,6.92803,0.0,657,1.26814,,6591,6547,126,,
2018-04-28,160495,ZhanGuo,2014,Mariano Iannelli,Ancient | Card Game,Marco Canetta | Stefania Niccolini,False,[],"[Thing (id: 178656), Thing (id: 190180)]",Asian Theme | Country: China,,4,Area Control / Area Influence | Hand Management,12,2,120,What's Your Game? | Asmodee | Ghenos Games | hobbity.eu,"[Thing (id: 1), Thing (id: 5497)]",7.64987,3.7884,6.93691,0.0,189,1.23512,,3341,2250,68,,
2018-04-28,372,Schotten Totten,1999,Dorien Boekhorst | Jean-Baptiste Reynaud | Bärbel Skarabelo,Card Game | Deduction,Reiner Knizia,False,[],[],Country: Scotland | IELLO: Mini Games | Schotten-Totten,Battle Line,2,Hand Management | Set Collection,8,2,20,ASS Altenburger Spielkarten | Bureau De Juegos | Cube Factory of Ideas | Edge Entertainment | IELLO | Pro Ludo | PS-Games | Reflexshop | Schmidt Spiele | Ubik | uplay.it edizioni,"[Thing (id: 1), Thing (id: 5499)]",7.31527,1.7237,6.96638,0.0,333,1.20178,,6915,4779,101,,
2018-04-28,28023,Jamaica,2007,Mathieu Leyssenne,Nautical | Pirates | Racing | Transportation,Malcolm Braff | Bruno Cathala | Sébastien Pauchon,False,[],"[Thing (id: 39166), Thing (id: 204807)]",Colonial Theme | Country: Jamaica | Tropical theme,,6,Dice Rolling | Hand Management | Simultaneous Action Selection,8,2,60,GameWorks SàRL | Asmodee | Asterion Press | Rebel,"[Thing (id: 1), Thing (id: 5499)]",7.08651,1.6404,6.93323,0.0,673,1.24877,,16496,12352,253,,
2018-04-28,91312,Discworld: Ankh-Morpork,2011,Peter Dennis | Paul Kidby | Ian Mitchell | Bernard Pearson,City Building | Fantasy | Novel-based,Martin Wallace,False,[],[],Discworld Games | Kosmos Literature Series,Nanty Narking,4,Area Control / Area Influence | Dice Rolling | Hand Management | Take That | Variable Player Powers,11,2,60,Treefrog Games | Devir | Esdevium | IELLO | Kaissa Chess & Games | KOSMOS | Mayfair Games | Phalanx Games Polska | REXhry | Zvezda,"[Thing (id: 1), Thing (id: 5496)]",7.2014,2.2177,6.93525,0.0,542,1.34357,,9301,7663,136,,
2018-04-28,65901,Age of Industry,2010,Peter Dennis,Economic | Industry / Manufacturing | Transportation,Martin Wallace,False,[],"[Thing (id: 99424), Thing (id: 136217), Thing (id: 121285), Thing (id: 188472)]",Age of Industry | Country: Germany | Treefrog Line,Brass: Lancashire,5,Card Drafting | Hand Management | Route/Network Building,13,2,120,Treefrog Games | Hobby Japan | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 5497)]",7.43117,3.371,6.87614,0.0,248,1.33146,,3118,2702,112,,
2018-04-28,158275,Marvel Dice Masters: Uncanny X-Men,2014,,Collectible Components | Comic Book / Strip | Dice | Fighting,Mike Elliott | Eric M. Lang,False,[],"[Thing (id: 202098), Thing (id: 246899), Thing (id: 198619), Thing (id: 229132), Thing (id: 246897), Thing (id: 228674), Thing (id: 198620), Thing (id: 198618), Thing (id: 244295), Thing (id: 244296), Thing (id: 223601), Thing (id: 208917), Thing (id: 225643), Thing (id: 186773), Thing (id: 214817), Thing (id: 242771), Thing (id: 242776)]",CDGs (Collectible Dice Games) | Comics: Marvel Universe | Dice Masters | Quarriors Pool Building system | Superheroes,Quarriors!,2,Deck / Pool Building | Dice Rolling,14,2,60,Devir | WizKids,"[Thing (id: 1), Thing (id: 4667)]",7.31711,2.3853,6.84393,0.0,109,1.37474,,7544,3333,395,,
2018-04-28,41002,Vasco da Gama,2009,Mariano Iannelli,Nautical | Renaissance,Paolo Mori,False,[],[],Colonial Theme | Country: Portugal,,4,Action / Movement Programming | Press Your Luck | Tile Placement | Worker Placement,12,2,120,What's Your Game? | 999 Games | hobbity.eu | Hutter Trade GmbH + Co KG | IELLO | Lautapelit.fi | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.29544,3.2423,6.89229,0.0,359,1.31331,,4404,3914,129,,
2018-04-28,117915,Yedo,2012,Franz Vohwinkel,Medieval,Thomas Vande Ginste | Wolf Plancke,False,[],[Thing (id: 149055)],Asian Theme | Country: Japan,,5,Action / Movement Programming | Auction/Bidding | Hand Management | Set Collection | Worker Placement,14,2,180,eggertspiele | IDW Games | IELLO | Pandasaurus Games | Pegasus Spiele,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",7.45556,3.3702,6.88214,0.0,208,1.46725,,3999,2869,115,,
2018-04-28,168584,Love Letter: Batman,2015,,Card Game | Deduction,Seiji Kanai,False,[],[],AEG: 5 Minute Fun | AEG: Big in Japan | Comics: DC Universe | Love Letter,Love Letter,4,Hand Management | Player Elimination,10,2,20,Alderac Entertainment Group | Cryptozoic Entertainment,"[Thing (id: 1), Thing (id: 5499)]",7.33139,1.2193,6.89412,0.0,114,1.27745,,7610,4005,80,,
2018-04-28,177639,Raptor,2015,Vincent Dutrait,Animals | Fighting | Science Fiction,Bruno Cathala | Bruno Faidutti,False,[],[],Animals: Dinosaurs | Components: Miniatures | Matagot Duo Collection,,2,Action Point Allowance System | Grid Movement | Hand Management | Modular Board | Simultaneous Action Selection | Take That | Variable Player Powers,9,2,25,"Matagot | Hobby Japan | Lavka Games | Pegasus Spiele | Surfin' Meeple China | Swan Panasia Co., Ltd.","[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.46294,2.0094,7.02622,0.0,106,1.16093,,6681,4018,108,,
2018-04-28,41066,Virgin Queen,2012,Charles Kibler | Rodger B. MacGowan | Mark Mahaffey,Negotiation | Pike and Shot | Political | Religious | Renaissance | Wargame,Ed Beach,False,[],[],Country: England | Country: France | Country: Holy Roman Empire | Country: Spain | Country: The Netherlands | Country: Turkey,,6,Campaign / Battle Card Driven | Dice Rolling | Partnerships | Point to Point Movement | Variable Phase Order | Variable Player Powers,12,2,420,GMT Games | Spielworxx,"[Thing (id: 1), Thing (id: 4664), Thing (id: 5497)]",8.06479,4.3842,6.87845,0.0,177,1.64024,,2780,1328,48,,
2018-04-28,162007,Steampunk Rally,2015,Lina Cossette | David Forest,Racing | Science Fiction,Orin Bishop,False,[],"[Thing (id: 213275), Thing (id: 223973), Thing (id: 184146)]",Crowdfunding: Kickstarter | Crowdfunding: Wspieram | Games by the Game Artisans of Canada | Steampunk,,8,Card Drafting | Dice Rolling | Modular Board | Simultaneous Action Selection | Variable Player Powers,14,2,60,Roxley | (Web published) | Games Factory Publishing,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.34829,2.5276,6.92222,0.0,163,1.2532,,6175,3993,155,,
2018-04-28,47185,Warhammer: Invasion,2009,Kevin Childress | Paul Dainton | Clint Langley | Andrew Navaro | Brian Schomburg | Adrian Smith | WiL Springer,Card Game | Collectible Components | Fantasy | Fighting | Mythology,Eric M. Lang,False,[],"[Thing (id: 95610), Thing (id: 65217), Thing (id: 63787), Thing (id: 130622), Thing (id: 83194), Thing (id: 138110), Thing (id: 108809), Thing (id: 127668), Thing (id: 136592), Thing (id: 96654), Thing (id: 118006), Thing (id: 132208), Thing (id: 143775), Thing (id: 104690), Thing (id: 95624), Thing (id: 73150), Thing (id: 129972), Thing (id: 85637), Thing (id: 57940), Thing (id: 123483), Thing (id: 100237), Thing (id: 75996), Thing (id: 114678), Thing (id: 124349), Thing (id: 93313), Thing (id: 119550), Thing (id: 68722), Thing (id: 89184), Thing (id: 61739), Thing (id: 69881), Thing (id: 80311), Thing (id: 110517), Thing (id: 98764), Thing (id: 102797), Thing (id: 133701), Thing (id: 72322), Thing (id: 55916), Thing (id: 90489), Thing (id: 64651), Thing (id: 58157), Thing (id: 122130)]",Living Card Game | Warhammer Fantasy Card Games | Warhammer: Invasion – Living Card Game,,2,Hand Management | Variable Player Powers,13,2,45,Fantasy Flight Games | Edge Entertainment | Galakta | Heidelberger Spieleverlag | Nexus | Stratelibri | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5497)]",7.24647,2.7286,6.88119,0.0,420,1.46785,,6950,5250,428,,
2018-04-28,35570,Tinners' Trail,2008,Peter Dennis | Andreas Resch,Economic | Industry / Manufacturing,Martin Wallace,False,[],[],Country: England | Mining | Treefrog Line,,4,Action Point Allowance System | Auction/Bidding | Dice Rolling | Time Track,13,3,90,Treefrog Games | Broadway Toys LTD | IELLO | JKLM Games | Quined White Goblin Games | El Viejo Tercio | Warfrog Games,"[Thing (id: 1), Thing (id: 5497)]",7.3013,2.8262,6.87497,0.0,374,1.16708,,3675,3561,127,,
2018-04-28,22345,Yspahan,2006,Arnaud Demaegd | Mike Doyle (I),Dice | Economic,Sébastien Pauchon,False,[],"[Thing (id: 149959), Thing (id: 47156)]",Animals: Camels | Middle Eastern Theme | Quined Master Print Edition Series | Ystari originals,,4,Area Control / Area Influence | Dice Rolling,8,2,60,Ystari Games | HUCH! | MINDOK | Quined White Goblin Games | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.11162,2.3657,6.88842,0.0,856,1.19008,,7007,7245,224,,
2018-04-28,172308,Broom Service,2015,Vincent Dutrait,Card Game | Fantasy,Andreas Pelikan | Alexander Pfister,False,[],"[Thing (id: 204573), Thing (id: 211173), Thing (id: 202021)]",Alea Big Box | Broom Service | Witches,Broom Service: The Card Game | Witch's Brew,5,Pick-up and Deliver | Press Your Luck | Simultaneous Action Selection,10,2,75,alea | Ravensburger Spieleverlag GmbH | Broadway Toys LTD | Hobby World,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.25648,2.4149,6.93207,0.0,188,1.2186,,8411,4989,184,,
2018-04-28,111341,The Great Zimbabwe,2012,Ynze Moedt,Civilization | Economic | Industry / Manufacturing | Transportation,Jeroen Doumen | Joris Wiersinga,False,[],[],Continent: Africa | Country: Zimbabwe,,5,Auction/Bidding | Card Drafting | Modular Board | Route/Network Building | Tile Placement | Variable Player Powers,14,2,150,Splotter Spellen,"[Thing (id: 1), Thing (id: 5497)]",7.7583,3.6957,7.00331,0.0,161,1.48639,,2956,2163,40,,
2018-04-28,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,Jason Engle | Steve Prescott,Adventure | Exploration | Fantasy | Fighting | Miniatures | Novel-based,Peter Lee,False,[],"[Thing (id: 80591), Thing (id: 104391), Thing (id: 82166)]",Animals: Dragons | Dungeons & Dragons | Dungeons and Dragons Adventure System Board Games | From RPG books to board games | Solitaire Games,,5,Co-operative Play | Dice Rolling | Grid Movement | Modular Board | Role Playing,12,1,60,Wizards of the Coast,"[Thing (id: 1), Thing (id: 5496)]",7.30123,2.624,6.86435,0.0,258,1.3385,,9427,4607,264,,
2018-04-28,37904,Formula D,2008,Nicolas Caniaux | Stéphane Poinsot | Arnaud Simon-Laforet,Racing | Sports,Laurent Lavaur | Eric Randall,False,[],"[Thing (id: 72775), Thing (id: 39425), Thing (id: 43303), Thing (id: 83268), Thing (id: 130402), Thing (id: 153749), Thing (id: 171881), Thing (id: 146622), Thing (id: 39567), Thing (id: 4947), Thing (id: 39956), Thing (id: 4940), Thing (id: 4939), Thing (id: 4956), Thing (id: 4938), Thing (id: 4937), Thing (id: 4955), Thing (id: 4946), Thing (id: 4945), Thing (id: 4943), Thing (id: 4944), Thing (id: 12489), Thing (id: 4942), Thing (id: 4954), Thing (id: 4941), Thing (id: 11186), Thing (id: 55327), Thing (id: 55332), Thing (id: 64862), Thing (id: 64861), Thing (id: 64863), Thing (id: 64866), Thing (id: 64868), Thing (id: 64591), Thing (id: 64665), Thing (id: 64667), Thing (id: 64668), Thing (id: 64708), Thing (id: 64711), Thing (id: 64858), Thing (id: 64860), Thing (id: 22630)]",Country: Monaco | Formula De/De mini/D | Sports: Auto Racing,Formula Dé,10,Dice Rolling | Grid Movement | Player Elimination | Press Your Luck | Roll / Spin and Move | Simulation,8,2,60,Asmodee | ADC Blackfire Entertainment | Idea Edizioni,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5499)]",7.05019,1.9929,6.90484,0.0,702,1.30686,,18323,13679,503,,
2018-04-28,12891,Friedrich,2004,Kerstin Hille | Richard Shako | Richard Stubenvoll | Andreas Töpfer,Age of Reason | Wargame,Richard Sivél,False,[],[],Age of Kings,,4,Hand Management | Point to Point Movement | Secret Unit Deployment,12,3,210,Histogame | Rio Grande Games,"[Thing (id: 1), Thing (id: 4664)]",7.55499,3.1594,6.8605,0.0,345,1.54654,,2951,2278,105,,
2018-04-28,192836,The Colonists,2016,Klemens Franz,Civilization,Tim Puls,False,[],"[Thing (id: 237910), Thing (id: 225980), Thing (id: 216008), Thing (id: 238809)]",Solitaire Games,,4,Area Movement | Card Drafting | Hand Management | Modular Board | Tile Placement | Worker Placement,12,1,360,Lookout Games | Cranio Creations | Mayfair Games,"[Thing (id: 1), Thing (id: 5497)]",7.83268,4.0791,7.01485,0.0,139,1.40923,,4097,2143,111,,
2018-04-28,123540,Tokaido,2012,Xavier Gueniffey Durin,Travel,Antoine Bauza,False,[],"[Thing (id: 144384), Thing (id: 149772), Thing (id: 157816), Thing (id: 171503), Thing (id: 132479)]",Asian Theme | Country: Japan | Food / Cooking | Tokaido | Visual Arts: Painting,Tokaido Collector's Edition,5,Point to Point Movement | Set Collection | Time Track | Variable Player Powers,8,2,45,"Funforge | Asterion Press | Bergsala Enigma | Devir | Galápagos Jogos | hobbity.eu | Hobby World | Jolly Thinkers | MINDOK | Passport Game Studios | Pendragon Game Studio | Swan Panasia Co., Ltd. | Zhiyanjia","[Thing (id: 1), Thing (id: 5499)]",7.0601,1.7678,6.89501,0.0,590,1.34085,,20284,13556,362,,
2018-04-28,175640,Vinhos Deluxe Edition,2016,Ian O'Toole,Economic | Industry / Manufacturing,Vital Lacerda,False,[],"[Thing (id: 207812), Thing (id: 207816), Thing (id: 207818), Thing (id: 207820)]",Country: Portugal | Crowdfunding: Giochistarter | Crowdfunding: Kickstarter | Crowdfunding: Spieleschmiede | Wine Games,Vinhos,4,Area Control / Area Influence | Variable Phase Order | Worker Placement,14,1,135,Eagle-Gryphon Games,"[Thing (id: 1), Thing (id: 5497)]",8.32484,4.0625,7.22271,0.0,112,1.19896,,4080,1759,37,,
2018-04-28,503,Through the Desert,1998,John Gravato | Atha Kanaani | Scott Nicely | Brian Schomburg | Claus Stephan,Abstract Strategy | Animals | Arabian,Reiner Knizia,False,[],[],Animals: Camels | Combinatorial | Desert Theme | Fantasy Flight Silver Line Games | Knizia tile-laying trilogy,,5,Area Enclosure | Route/Network Building,10,2,45,KOSMOS | Delta Vision Publishing | Edge Entertainment | Fantasy Flight Games | Galakta | Hobby Japan | Lautapelit.fi | PS-Games | Silver Stars Publishing | Wargames Club Publishing | Z-Man Games,"[Thing (id: 1), Thing (id: 4666), Thing (id: 5497)]",7.04615,2.2133,6.89722,0.0,1336,1.23335,,11456,11094,365,,
